"","seeing","sex","area_council","urban_rural","age","population"
"8339","No, no difficulty","Male","south malekula",2,55,12
"8340","No, no difficulty","Male","south malekula",2,56,16
"8341","No, no difficulty","Male","south malekula",2,57,15
"8342","No, no difficulty","Male","south malekula",2,58,14
"8343","No, no difficulty","Male","south malekula",2,59,14
"8344","No, no difficulty","Male","south malekula",2,60,22
"8345","No, no difficulty","Male","south malekula",2,61,16
"8346","No, no difficulty","Male","south malekula",2,62,7
"8347","Yes, lots of difficulty","Male","south malekula",2,63,7
"8348","No, no difficulty","Male","south malekula",2,64,16
"8349","No, no difficulty","Male","south malekula",2,65,9
"8350","No, no difficulty","Male","south malekula",2,66,9
"8351","Yes, some difficulty","Male","south malekula",2,67,11
"8352","No, no difficulty","Male","south malekula",2,68,9
"8353","No, no difficulty","Male","south malekula",2,69,7
"8354","Yes, some difficulty","Male","south malekula",2,70,10
"8355","Yes, some difficulty","Male","south malekula",2,71,1
"8356","Yes, some difficulty","Male","south malekula",2,72,3
"8357","Yes, some difficulty","Male","south malekula",2,73,7
"8358","No, no difficulty","Male","south malekula",2,74,3
"8359","No, no difficulty","Male","south malekula",2,75,5
"8360","Yes, some difficulty","Male","south malekula",2,76,7
"8361","No, no difficulty","Male","south malekula",2,77,6
"8362","Yes, some difficulty","Male","south malekula",2,78,5
"8363","No, no difficulty","Male","south malekula",2,79,2
"8364","Yes, some difficulty","Male","south malekula",2,80,5
"8365","Yes, some difficulty","Male","south malekula",2,81,2
"8366","No, no difficulty","Male","south malekula",2,83,3
"8367","Yes, some difficulty","Male","south malekula",2,86,1
"8368","Yes, lots of difficulty","Male","south malekula",2,87,1
"8369","Yes, some difficulty","Male","south malekula",2,88,4
"8370","Yes, some difficulty","Male","south malekula",2,89,2
"8371","Yes, some difficulty","Male","south malekula",2,90,2
"8372","Yes, lots of difficulty","Male","south malekula",2,98,1
"8373","No, no difficulty","Male","south malekula",2,109,1
"8374",NA,NA,"south pentecost",2,NA,NA
"8375",NA,"Female","south pentecost",2,0,86
"8376",NA,"Female","south pentecost",2,1,116
"8377",NA,"Female","south pentecost",2,2,112
"8378",NA,"Female","south pentecost",2,3,84
"8379",NA,"Female","south pentecost",2,4,99
"8380","No, no difficulty","Female","south pentecost",2,5,100
"8381","No, no difficulty","Female","south pentecost",2,6,90
"8382","No, no difficulty","Female","south pentecost",2,7,82
"8383","No, no difficulty","Female","south pentecost",2,8,79
"8384","No, no difficulty","Female","south pentecost",2,9,81
"8385","No, no difficulty","Female","south pentecost",2,10,75
"8386","No, no difficulty","Female","south pentecost",2,11,66
"8387","No, no difficulty","Female","south pentecost",2,12,76
"8388","No, no difficulty","Female","south pentecost",2,13,60
"8389","No, no difficulty","Female","south pentecost",2,14,64
"8390","No, no difficulty","Female","south pentecost",2,15,50
"8391","No, no difficulty","Female","south pentecost",2,16,194
"8392","No, no difficulty","Female","south pentecost",2,17,46
"8393","No, no difficulty","Female","south pentecost",2,18,38
"8394","No, no difficulty","Female","south pentecost",2,19,57
"8395","No, no difficulty","Female","south pentecost",2,20,66
"8396","No, no difficulty","Female","south pentecost",2,21,53
"8397","No, no difficulty","Female","south pentecost",2,22,55
"8398","No, no difficulty","Female","south pentecost",2,23,38
"8399","No, no difficulty","Female","south pentecost",2,24,45
"8400","No, no difficulty","Female","south pentecost",2,25,61
"8401","No, no difficulty","Female","south pentecost",2,26,49
"8402",NA,"Female","south pentecost",2,27,41
"8403","No, no difficulty","Female","south pentecost",2,28,61
"8404","No, no difficulty","Female","south pentecost",2,29,49
"8405","No, no difficulty","Female","south pentecost",2,30,52
"8406","No, no difficulty","Female","south pentecost",2,31,48
"8407","No, no difficulty","Female","south pentecost",2,32,43
"8408","No, no difficulty","Female","south pentecost",2,33,34
"8409","No, no difficulty","Female","south pentecost",2,34,32
"8410","No, no difficulty","Female","south pentecost",2,35,53
"8411","No, no difficulty","Female","south pentecost",2,36,40
"8412","No, no difficulty","Female","south pentecost",2,37,32
"8413","No, no difficulty","Female","south pentecost",2,38,35
"8414","No, no difficulty","Female","south pentecost",2,39,21
"8415","No, no difficulty","Female","south pentecost",2,40,40
"8416","No, no difficulty","Female","south pentecost",2,41,20
"8417","No, no difficulty","Female","south pentecost",2,42,23
"8418","No, no difficulty","Female","south pentecost",2,43,12
"8419","No, no difficulty","Female","south pentecost",2,44,14
"8420","No, no difficulty","Female","south pentecost",2,45,35
"8421","No, no difficulty","Female","south pentecost",2,46,31
"8422","No, no difficulty","Female","south pentecost",2,47,15
"8423","No, no difficulty","Female","south pentecost",2,48,15
"8424","No, no difficulty","Female","south pentecost",2,49,14
"8425","No, no difficulty","Female","south pentecost",2,50,31
"8426","Yes, some difficulty","Female","south pentecost",2,51,24
"8427","No, no difficulty","Female","south pentecost",2,52,17
"8428","No, no difficulty","Female","south pentecost",2,53,15
"8429","No, no difficulty","Female","south pentecost",2,54,10
"8430","Yes, some difficulty","Female","south pentecost",2,55,14
"8431","Yes, some difficulty","Female","south pentecost",2,56,18
"8432","No, no difficulty","Female","south pentecost",2,57,9
"8433","No, no difficulty","Female","south pentecost",2,58,16
"8434","No, no difficulty","Female","south pentecost",2,59,13
"8435","No, no difficulty","Female","south pentecost",2,60,18
"8436","No, no difficulty","Female","south pentecost",2,61,17
"8437","Yes, lots of difficulty","Female","south pentecost",2,62,11
"8438","No, no difficulty","Female","south pentecost",2,63,8
"8439","No, no difficulty","Female","south pentecost",2,64,7
"8440","Yes, some difficulty","Female","south pentecost",2,65,14
"8441","No, no difficulty","Female","south pentecost",2,66,11
"8442","No, no difficulty","Female","south pentecost",2,67,5
"8443","No, no difficulty","Female","south pentecost",2,68,12
"8444","No, no difficulty","Female","south pentecost",2,69,12
"8445","Yes, some difficulty","Female","south pentecost",2,70,11
"8446","No, no difficulty","Female","south pentecost",2,71,5
"8447","No, no difficulty","Female","south pentecost",2,72,11
"8448","Yes, lots of difficulty","Female","south pentecost",2,73,8
"8449","Yes, some difficulty","Female","south pentecost",2,74,4
"8450","Yes, lots of difficulty","Female","south pentecost",2,75,5
"8451","Yes, some difficulty","Female","south pentecost",2,76,3
"8452","No, no difficulty","Female","south pentecost",2,77,1
"8453","Yes, some difficulty","Female","south pentecost",2,78,3
"8454","No, no difficulty","Female","south pentecost",2,79,1
"8455","Yes, some difficulty","Female","south pentecost",2,80,7
"8456","No, no difficulty","Female","south pentecost",2,81,1
"8457","Yes, some difficulty","Female","south pentecost",2,82,3
"8458","Yes, some difficulty","Female","south pentecost",2,83,1
"8459","Yes, lots of difficulty","Female","south pentecost",2,85,1
"8460","No, no difficulty","Female","south pentecost",2,90,1
"8461","No, no difficulty","Female","south pentecost",2,91,1
"8462","No, no difficulty","Female","south pentecost",2,92,1
"8463","No, no difficulty","Female","south pentecost",2,93,1
"8464","Yes, lots of difficulty","Female","south pentecost",2,95,3
"8465","No, no difficulty","Female","south pentecost",2,100,1
"8466","No, no difficulty","Female","south pentecost",2,105,2
"8467","Yes, lots of difficulty","Female","south pentecost",2,115,1
"8468","Yes, some difficulty","Female","south pentecost",2,128,1
"8469",NA,"Male","south pentecost",2,0,71
"8470",NA,"Male","south pentecost",2,1,101
"8471",NA,"Male","south pentecost",2,2,116
"8472",NA,"Male","south pentecost",2,3,102
"8473",NA,"Male","south pentecost",2,4,85
"8474","No, no difficulty","Male","south pentecost",2,5,90
"8475","No, no difficulty","Male","south pentecost",2,6,85
"8476","No, no difficulty","Male","south pentecost",2,7,95
"8477","No, no difficulty","Male","south pentecost",2,8,89
"8478","No, no difficulty","Male","south pentecost",2,9,72
"8479","No, no difficulty","Male","south pentecost",2,10,78
"8480","No, no difficulty","Male","south pentecost",2,11,85
"8481","No, no difficulty","Male","south pentecost",2,12,72
"8482","No, no difficulty","Male","south pentecost",2,13,57
"8483","No, no difficulty","Male","south pentecost",2,14,77
"8484","No, no difficulty","Male","south pentecost",2,15,77
"8485","No, no difficulty","Male","south pentecost",2,16,152
"8486","No, no difficulty","Male","south pentecost",2,17,49
"8487","No, no difficulty","Male","south pentecost",2,18,39
"8488","No, no difficulty","Male","south pentecost",2,19,40
"8489","No, no difficulty","Male","south pentecost",2,20,53
"8490","No, no difficulty","Male","south pentecost",2,21,40
"8491","No, no difficulty","Male","south pentecost",2,22,52
"8492","No, no difficulty","Male","south pentecost",2,23,43
"8493","No, no difficulty","Male","south pentecost",2,24,30
"8494","No, no difficulty","Male","south pentecost",2,25,63
"8495","No, no difficulty","Male","south pentecost",2,26,41
"8496","No, no difficulty","Male","south pentecost",2,27,27
"8497","No, no difficulty","Male","south pentecost",2,28,66
"8498","No, no difficulty","Male","south pentecost",2,29,36
"8499","No, no difficulty","Male","south pentecost",2,30,54
"8500","No, no difficulty","Male","south pentecost",2,31,41
"8501","No, no difficulty","Male","south pentecost",2,32,42
"8502","No, no difficulty","Male","south pentecost",2,33,44
"8503","No, no difficulty","Male","south pentecost",2,34,26
"8504","No, no difficulty","Male","south pentecost",2,35,54
"8505","No, no difficulty","Male","south pentecost",2,36,30
"8506","No, no difficulty","Male","south pentecost",2,37,35
"8507","No, no difficulty","Male","south pentecost",2,38,36
"8508","No, no difficulty","Male","south pentecost",2,39,33
"8509","No, no difficulty","Male","south pentecost",2,40,55
"8510","No, no difficulty","Male","south pentecost",2,41,26
"8511","No, no difficulty","Male","south pentecost",2,42,28
"8512","Yes, some difficulty","Male","south pentecost",2,43,30
"8513","No, no difficulty","Male","south pentecost",2,44,10
"8514","No, no difficulty","Male","south pentecost",2,45,36
"8515","No, no difficulty","Male","south pentecost",2,46,23
"8516","No, no difficulty","Male","south pentecost",2,47,20
"8517","Yes, some difficulty","Male","south pentecost",2,48,23
"8518","No, no difficulty","Male","south pentecost",2,49,17
"8519","No, no difficulty","Male","south pentecost",2,50,16
"8520","Yes, some difficulty","Male","south pentecost",2,51,22
"8521","No, no difficulty","Male","south pentecost",2,52,21
"8522","No, no difficulty","Male","south pentecost",2,53,7
"8523","No, no difficulty","Male","south pentecost",2,54,15
"8524","No, no difficulty","Male","south pentecost",2,55,15
"8525","Yes, some difficulty","Male","south pentecost",2,56,16
"8526","No, no difficulty","Male","south pentecost",2,57,13
"8527","Yes, some difficulty","Male","south pentecost",2,58,18
"8528","No, no difficulty","Male","south pentecost",2,59,18
"8529","No, no difficulty","Male","south pentecost",2,60,24
"8530","No, no difficulty","Male","south pentecost",2,61,8
"8531","No, no difficulty","Male","south pentecost",2,62,10
"8532","No, no difficulty","Male","south pentecost",2,63,5
"8533","Yes, some difficulty","Male","south pentecost",2,64,12
"8534","Yes, some difficulty","Male","south pentecost",2,65,8
"8535","Yes, some difficulty","Male","south pentecost",2,66,10
"8536","Yes, some difficulty","Male","south pentecost",2,67,6
"8537","Yes, lots of difficulty","Male","south pentecost",2,68,4
"8538","No, no difficulty","Male","south pentecost",2,69,5
"8539","No, no difficulty","Male","south pentecost",2,70,8
"8540","No, no difficulty","Male","south pentecost",2,71,8
"8541","No, no difficulty","Male","south pentecost",2,72,4
"8542","No, no difficulty","Male","south pentecost",2,73,3
"8543","No, no difficulty","Male","south pentecost",2,74,2
"8544","No, no difficulty","Male","south pentecost",2,75,8
"8545","No, no difficulty","Male","south pentecost",2,76,3
"8546","No, no difficulty","Male","south pentecost",2,77,2
"8547","Yes, some difficulty","Male","south pentecost",2,78,7
"8548","Yes, some difficulty","Male","south pentecost",2,79,2
"8549","Yes, some difficulty","Male","south pentecost",2,80,4
"8550","No, no difficulty","Male","south pentecost",2,81,3
"8551","No, no difficulty","Male","south pentecost",2,82,2
"8552","Yes, lots of difficulty","Male","south pentecost",2,83,3
"8553","Yes, some difficulty","Male","south pentecost",2,88,1
"8554","Yes, lots of difficulty","Male","south pentecost",2,95,1
"8555","No, no difficulty","Male","south pentecost",2,100,1
"8556","Yes, lots of difficulty","Male","south pentecost",2,110,1
"8557",NA,"Female","south santo",2,0,122
"8558",NA,"Female","south santo",2,1,122
"8559",NA,"Female","south santo",2,2,124
"8560",NA,"Female","south santo",2,3,126
"8561",NA,"Female","south santo",2,4,117
"8562","No, no difficulty","Female","south santo",2,5,139
"8563","No, no difficulty","Female","south santo",2,6,103
"8564","No, no difficulty","Female","south santo",2,7,138
"8565","No, no difficulty","Female","south santo",2,8,130
"8566","No, no difficulty","Female","south santo",2,9,119
"8567","No, no difficulty","Female","south santo",2,10,138
"8568","No, no difficulty","Female","south santo",2,11,118
"8569","No, no difficulty","Female","south santo",2,12,99
"8570","No, no difficulty","Female","south santo",2,13,86
"8571","No, no difficulty","Female","south santo",2,14,86
"8572","No, no difficulty","Female","south santo",2,15,74
"8573","No, no difficulty","Female","south santo",2,16,76
"8574","No, no difficulty","Female","south santo",2,17,69
"8575","No, no difficulty","Female","south santo",2,18,64
"8576","No, no difficulty","Female","south santo",2,19,66
"8577","No, no difficulty","Female","south santo",2,20,99
"8578","No, no difficulty","Female","south santo",2,21,85
"8579","No, no difficulty","Female","south santo",2,22,60
"8580","No, no difficulty","Female","south santo",2,23,63
"8581","No, no difficulty","Female","south santo",2,24,76
"8582","No, no difficulty","Female","south santo",2,25,81
"8583","No, no difficulty","Female","south santo",2,26,74
"8584","No, no difficulty","Female","south santo",2,27,72
"8585","No, no difficulty","Female","south santo",2,28,77
"8586","No, no difficulty","Female","south santo",2,29,64
"8587","Yes, some difficulty","Female","south santo",2,30,51
"8588","No, no difficulty","Female","south santo",2,31,69
"8589","No, no difficulty","Female","south santo",2,32,73
"8590","No, no difficulty","Female","south santo",2,33,45
"8591","No, no difficulty","Female","south santo",2,34,53
"8592","No, no difficulty","Female","south santo",2,35,50
"8593","No, no difficulty","Female","south santo",2,36,64
"8594","No, no difficulty","Female","south santo",2,37,44
"8595","No, no difficulty","Female","south santo",2,38,46
"8596","No, no difficulty","Female","south santo",2,39,36
"8597","No, no difficulty","Female","south santo",2,40,61
"8598","No, no difficulty","Female","south santo",2,41,50
"8599","No, no difficulty","Female","south santo",2,42,41
"8600","No, no difficulty","Female","south santo",2,43,21
"8601","Yes, some difficulty","Female","south santo",2,44,42
"8602","Yes, some difficulty","Female","south santo",2,45,39
"8603","Yes, some difficulty","Female","south santo",2,46,34
"8604","Yes, some difficulty","Female","south santo",2,47,21
"8605","Yes, some difficulty","Female","south santo",2,48,34
"8606","No, no difficulty","Female","south santo",2,49,20
"8607","No, no difficulty","Female","south santo",2,50,31
"8608","No, no difficulty","Female","south santo",2,51,28
"8609","No, no difficulty","Female","south santo",2,52,20
"8610","No, no difficulty","Female","south santo",2,53,21
"8611","No, no difficulty","Female","south santo",2,54,16
"8612","No, no difficulty","Female","south santo",2,55,12
"8613","No, no difficulty","Female","south santo",2,56,25
"8614","Yes, some difficulty","Female","south santo",2,57,17
"8615","No, no difficulty","Female","south santo",2,58,16
"8616","No, no difficulty","Female","south santo",2,59,16
"8617","No, no difficulty","Female","south santo",2,60,18
"8618","Yes, some difficulty","Female","south santo",2,61,16
"8619","Yes, some difficulty","Female","south santo",2,62,18
"8620","Yes, lots of difficulty","Female","south santo",2,63,14
"8621","Yes, some difficulty","Female","south santo",2,64,18
"8622","Yes, lots of difficulty","Female","south santo",2,65,12
"8623","Yes, some difficulty","Female","south santo",2,66,11
"8624","Yes, some difficulty","Female","south santo",2,67,8
"8625","No, no difficulty","Female","south santo",2,68,11
"8626","Yes, some difficulty","Female","south santo",2,69,6
"8627","Yes, some difficulty","Female","south santo",2,70,18
"8628","Yes, lots of difficulty","Female","south santo",2,71,6
"8629","No, no difficulty","Female","south santo",2,72,7
"8630","Yes, some difficulty","Female","south santo",2,73,8
"8631","Yes, lots of difficulty","Female","south santo",2,74,7
"8632","Yes, some difficulty","Female","south santo",2,75,9
"8633","Yes, lots of difficulty","Female","south santo",2,76,6
"8634","No, no difficulty","Female","south santo",2,77,3
"8635","No, no difficulty","Female","south santo",2,78,10
"8636","Yes, lots of difficulty","Female","south santo",2,79,4
"8637","Yes, some difficulty","Female","south santo",2,80,11
"8638","Yes, some difficulty","Female","south santo",2,81,3
"8639","Yes, some difficulty","Female","south santo",2,82,3
"8640","Yes, lots of difficulty","Female","south santo",2,83,1
"8641","No, no difficulty","Female","south santo",2,84,1
"8642","Yes, some difficulty","Female","south santo",2,85,5
"8643","Yes, some difficulty","Female","south santo",2,86,1
"8644","Yes, lots of difficulty","Female","south santo",2,87,3
"8645","Yes, some difficulty","Female","south santo",2,88,3
"8646","Yes, some difficulty","Female","south santo",2,89,2
"8647","Yes, some difficulty","Female","south santo",2,90,2
"8648","Yes, some difficulty","Female","south santo",2,99,2
"8649","Yes, lots of difficulty","Female","south santo",2,105,1
"8650",NA,"Male","south santo",2,0,131
"8651",NA,"Male","south santo",2,1,123
"8652",NA,"Male","south santo",2,2,135
"8653",NA,"Male","south santo",2,3,141
"8654",NA,"Male","south santo",2,4,125
"8655","No, no difficulty","Male","south santo",2,5,159
"8656","No, no difficulty","Male","south santo",2,6,150
"8657","No, no difficulty","Male","south santo",2,7,130
"8658","No, no difficulty","Male","south santo",2,8,158
"8659","No, no difficulty","Male","south santo",2,9,138
"8660","No, no difficulty","Male","south santo",2,10,144
"8661","No, no difficulty","Male","south santo",2,11,127
"8662","No, no difficulty","Male","south santo",2,12,145
"8663","No, no difficulty","Male","south santo",2,13,102
"8664","No, no difficulty","Male","south santo",2,14,102
"8665","No, no difficulty","Male","south santo",2,15,88
"8666","No, no difficulty","Male","south santo",2,16,76
"8667","No, no difficulty","Male","south santo",2,17,59
"8668","No, no difficulty","Male","south santo",2,18,65
"8669","No, no difficulty","Male","south santo",2,19,62
"8670","No, no difficulty","Male","south santo",2,20,93
"8671","No, no difficulty","Male","south santo",2,21,62
"8672","No, no difficulty","Male","south santo",2,22,82
"8673","No, no difficulty","Male","south santo",2,23,72
"8674","No, no difficulty","Male","south santo",2,24,89
"8675","No, no difficulty","Male","south santo",2,25,56
"8676","No, no difficulty","Male","south santo",2,26,68
"8677","No, no difficulty","Male","south santo",2,27,66
"8678","No, no difficulty","Male","south santo",2,28,58
"8679","No, no difficulty","Male","south santo",2,29,49
"8680","No, no difficulty","Male","south santo",2,30,60
"8681","No, no difficulty","Male","south santo",2,31,49
"8682","Yes, some difficulty","Male","south santo",2,32,59
"8683","No, no difficulty","Male","south santo",2,33,51
"8684","No, no difficulty","Male","south santo",2,34,56
"8685","No, no difficulty","Male","south santo",2,35,49
"8686","No, no difficulty","Male","south santo",2,36,62
"8687","No, no difficulty","Male","south santo",2,37,48
"8688","No, no difficulty","Male","south santo",2,38,59
"8689","No, no difficulty","Male","south santo",2,39,39
"8690","No, no difficulty","Male","south santo",2,40,74
"8691","No, no difficulty","Male","south santo",2,41,50
"8692","No, no difficulty","Male","south santo",2,42,40
"8693","No, no difficulty","Male","south santo",2,43,28
"8694","No, no difficulty","Male","south santo",2,44,37
"8695","No, no difficulty","Male","south santo",2,45,35
"8696","No, no difficulty","Male","south santo",2,46,46
"8697","No, no difficulty","Male","south santo",2,47,33
"8698","Yes, lots of difficulty","Male","south santo",2,48,32
"8699","No, no difficulty","Male","south santo",2,49,20
"8700","Yes, some difficulty","Male","south santo",2,50,25
"8701","Yes, some difficulty","Male","south santo",2,51,35
"8702","No, no difficulty","Male","south santo",2,52,18
"8703","No, no difficulty","Male","south santo",2,53,15
"8704","Yes, some difficulty","Male","south santo",2,54,24
"8705","No, no difficulty","Male","south santo",2,55,18
"8706","Yes, lots of difficulty","Male","south santo",2,56,24
"8707","Yes, some difficulty","Male","south santo",2,57,10
"8708","No, no difficulty","Male","south santo",2,58,25
"8709","No, no difficulty","Male","south santo",2,59,14
"8710","No, no difficulty","Male","south santo",2,60,30
"8711","Yes, some difficulty","Male","south santo",2,61,18
"8712","Yes, some difficulty","Male","south santo",2,62,11
"8713","No, no difficulty","Male","south santo",2,63,9
"8714","No, no difficulty","Male","south santo",2,64,15
"8715","Yes, some difficulty","Male","south santo",2,65,10
"8716","Yes, some difficulty","Male","south santo",2,66,15
"8717","No, no difficulty","Male","south santo",2,67,14
"8718","No, no difficulty","Male","south santo",2,68,12
"8719","No, no difficulty","Male","south santo",2,69,8
"8720","Yes, some difficulty","Male","south santo",2,70,20
"8721","Yes, lots of difficulty","Male","south santo",2,71,9
"8722","Yes, some difficulty","Male","south santo",2,72,8
"8723","Yes, some difficulty","Male","south santo",2,73,9
"8724","Yes, some difficulty","Male","south santo",2,74,5
"8725","Yes, some difficulty","Male","south santo",2,75,15
"8726","Yes, some difficulty","Male","south santo",2,76,9
"8727","Yes, some difficulty","Male","south santo",2,77,3
"8728","Yes, lots of difficulty","Male","south santo",2,78,15
"8729","No, no difficulty","Male","south santo",2,79,8
"8730","Yes, lots of difficulty","Male","south santo",2,80,7
"8731","No, no difficulty","Male","south santo",2,81,7
"8732","No, no difficulty","Male","south santo",2,82,2
"8733","Yes, lots of difficulty","Male","south santo",2,83,4
"8734","Yes, lots of difficulty","Male","south santo",2,84,2
"8735","No, no difficulty","Male","south santo",2,85,5
"8736","Yes, some difficulty","Male","south santo",2,86,3
"8737","Yes, lots of difficulty","Male","south santo",2,87,1
"8738","Yes, lots of difficulty","Male","south santo",2,89,1
"8739","Yes, lots of difficulty","Male","south santo",2,90,1
"8740","Yes, lots of difficulty","Male","south santo",2,91,1
"8741","Yes, lots of difficulty","Male","south santo",2,95,3
"8742","Yes, some difficulty","Male","south santo",2,98,1
"8743","Yes, lots of difficulty","Male","south santo",2,99,1
"8744","Yes, some difficulty","Male","south santo",2,100,3
"8745","Yes, some difficulty","Male","south santo",2,106,1
"8746",NA,"Female","south tanna",2,0,14
"8747",NA,"Female","south tanna",2,1,29
"8748",NA,"Female","south tanna",2,2,27
"8749",NA,"Female","south tanna",2,3,25
"8750",NA,"Female","south tanna",2,4,28
"8751","No, no difficulty","Female","south tanna",2,5,35
"8752","No, no difficulty","Female","south tanna",2,6,33
"8753","No, no difficulty","Female","south tanna",2,7,34
"8754","No, no difficulty","Female","south tanna",2,8,18
"8755","No, no difficulty","Female","south tanna",2,9,30
"8756","No, no difficulty","Female","south tanna",2,10,28
"8757","No, no difficulty","Female","south tanna",2,11,14
"8758","No, no difficulty","Female","south tanna",2,12,11
"8759","No, no difficulty","Female","south tanna",2,13,16
"8760","No, no difficulty","Female","south tanna",2,14,15
"8761","No, no difficulty","Female","south tanna",2,15,10
"8762","No, no difficulty","Female","south tanna",2,16,11
"8763","No, no difficulty","Female","south tanna",2,17,17
"8764","No, no difficulty","Female","south tanna",2,18,7
"8765","No, no difficulty","Female","south tanna",2,19,8
"8766","No, no difficulty","Female","south tanna",2,20,14
"8767","No, no difficulty","Female","south tanna",2,21,7
"8768","No, no difficulty","Female","south tanna",2,22,19
"8769","No, no difficulty","Female","south tanna",2,23,9
"8770","No, no difficulty","Female","south tanna",2,24,19
"8771","No, no difficulty","Female","south tanna",2,25,12
"8772","No, no difficulty","Female","south tanna",2,26,11
"8773","No, no difficulty","Female","south tanna",2,27,21
"8774","No, no difficulty","Female","south tanna",2,28,7
"8775","No, no difficulty","Female","south tanna",2,29,11
"8776","No, no difficulty","Female","south tanna",2,30,7
"8777","No, no difficulty","Female","south tanna",2,31,12
"8778","No, no difficulty","Female","south tanna",2,32,18
"8779","No, no difficulty","Female","south tanna",2,33,15
"8780","No, no difficulty","Female","south tanna",2,34,6
"8781","No, no difficulty","Female","south tanna",2,35,11
"8782","No, no difficulty","Female","south tanna",2,36,8
"8783","No, no difficulty","Female","south tanna",2,37,13
"8784","Yes, some difficulty","Female","south tanna",2,38,13
"8785","No, no difficulty","Female","south tanna",2,39,5
"8786","No, no difficulty","Female","south tanna",2,40,10
"8787","No, no difficulty","Female","south tanna",2,41,6
"8788","No, no difficulty","Female","south tanna",2,42,6
"8789","Yes, some difficulty","Female","south tanna",2,43,7
"8790","No, no difficulty","Female","south tanna",2,44,9
"8791","No, no difficulty","Female","south tanna",2,45,9
"8792","No, no difficulty","Female","south tanna",2,46,5
"8793","No, no difficulty","Female","south tanna",2,47,4
"8794","Yes, some difficulty","Female","south tanna",2,48,6
"8795","No, no difficulty","Female","south tanna",2,49,4
"8796","No, no difficulty","Female","south tanna",2,50,6
"8797","Yes, lots of difficulty","Female","south tanna",2,51,3
"8798","No, no difficulty","Female","south tanna",2,52,4
"8799","Yes, some difficulty","Female","south tanna",2,53,1
"8800","No, no difficulty","Female","south tanna",2,54,3
"8801","No, no difficulty","Female","south tanna",2,55,4
"8802","No, no difficulty","Female","south tanna",2,56,6
"8803","Yes, some difficulty","Female","south tanna",2,57,2
"8804","No, no difficulty","Female","south tanna",2,58,7
"8805","No, no difficulty","Female","south tanna",2,59,7
"8806","No, no difficulty","Female","south tanna",2,60,5
"8807","Yes, some difficulty","Female","south tanna",2,61,6
"8808","Yes, some difficulty","Female","south tanna",2,62,6
"8809","No, no difficulty","Female","south tanna",2,63,4
"8810","Yes, some difficulty","Female","south tanna",2,64,2
"8811","No, no difficulty","Female","south tanna",2,65,5
"8812","No, no difficulty","Female","south tanna",2,66,4
"8813","No, no difficulty","Female","south tanna",2,67,2
"8814","Yes, some difficulty","Female","south tanna",2,68,7
"8815","No, no difficulty","Female","south tanna",2,69,1
"8816","No, no difficulty","Female","south tanna",2,70,2
"8817","Yes, lots of difficulty","Female","south tanna",2,75,2
"8818","Yes, some difficulty","Female","south tanna",2,76,1
"8819","Yes, some difficulty","Female","south tanna",2,79,2
"8820","Yes, some difficulty","Female","south tanna",2,80,3
"8821","Yes, lots of difficulty","Female","south tanna",2,82,1
"8822","Yes, some difficulty","Female","south tanna",2,83,2
"8823","No, no difficulty","Female","south tanna",2,88,1
"8824","Yes, some difficulty","Female","south tanna",2,92,1
"8825",NA,"Male","south tanna",2,0,35
"8826",NA,"Male","south tanna",2,1,30
"8827",NA,"Male","south tanna",2,2,29
"8828",NA,"Male","south tanna",2,3,32
"8829",NA,"Male","south tanna",2,4,28
"8830","No, no difficulty","Male","south tanna",2,5,33
"8831","No, no difficulty","Male","south tanna",2,6,31
"8832","No, no difficulty","Male","south tanna",2,7,18
"8833","No, no difficulty","Male","south tanna",2,8,20
"8834","No, no difficulty","Male","south tanna",2,9,28
"8835","No, no difficulty","Male","south tanna",2,10,33
"8836","No, no difficulty","Male","south tanna",2,11,17
"8837","No, no difficulty","Male","south tanna",2,12,15
"8838","No, no difficulty","Male","south tanna",2,13,28
"8839","No, no difficulty","Male","south tanna",2,14,17
"8840","No, no difficulty","Male","south tanna",2,15,13
"8841","No, no difficulty","Male","south tanna",2,16,23
"8842","No, no difficulty","Male","south tanna",2,17,10
"8843","No, no difficulty","Male","south tanna",2,18,12
"8844","No, no difficulty","Male","south tanna",2,19,20
"8845","No, no difficulty","Male","south tanna",2,20,8
"8846","No, no difficulty","Male","south tanna",2,21,8
"8847","No, no difficulty","Male","south tanna",2,22,7
"8848","No, no difficulty","Male","south tanna",2,23,13
"8849","No, no difficulty","Male","south tanna",2,24,13
"8850","No, no difficulty","Male","south tanna",2,25,12
"8851","No, no difficulty","Male","south tanna",2,26,8
"8852","No, no difficulty","Male","south tanna",2,27,9
"8853","No, no difficulty","Male","south tanna",2,28,9
"8854","No, no difficulty","Male","south tanna",2,29,9
"8855","No, no difficulty","Male","south tanna",2,30,10
"8856","No, no difficulty","Male","south tanna",2,31,5
"8857","No, no difficulty","Male","south tanna",2,32,11
"8858","Yes, some difficulty","Male","south tanna",2,33,14
"8859","No, no difficulty","Male","south tanna",2,34,10
"8860","No, no difficulty","Male","south tanna",2,35,13
"8861","No, no difficulty","Male","south tanna",2,36,13
"8862","No, no difficulty","Male","south tanna",2,37,7
"8863","No, no difficulty","Male","south tanna",2,38,12
"8864","Yes, some difficulty","Male","south tanna",2,39,15
"8865","No, no difficulty","Male","south tanna",2,40,9
"8866","No, no difficulty","Male","south tanna",2,41,7
"8867","Yes, some difficulty","Male","south tanna",2,42,4
