"","seeing","sex","area_council","urban_rural","age","population"
"5786","No, no difficulty","Female","north tanna",2,28,41
"5787","No, no difficulty","Female","north tanna",2,29,14
"5788","No, no difficulty","Female","north tanna",2,30,29
"5789","No, no difficulty","Female","north tanna",2,31,45
"5790","No, no difficulty","Female","north tanna",2,32,35
"5791","No, no difficulty","Female","north tanna",2,33,31
"5792","No, no difficulty","Female","north tanna",2,34,24
"5793","No, no difficulty","Female","north tanna",2,35,33
"5794","No, no difficulty","Female","north tanna",2,36,24
"5795","No, no difficulty","Female","north tanna",2,37,17
"5796","No, no difficulty","Female","north tanna",2,38,21
"5797","No, no difficulty","Female","north tanna",2,39,22
"5798","No, no difficulty","Female","north tanna",2,40,26
"5799","No, no difficulty","Female","north tanna",2,41,18
"5800","No, no difficulty","Female","north tanna",2,42,19
"5801","No, no difficulty","Female","north tanna",2,43,18
"5802","No, no difficulty","Female","north tanna",2,44,20
"5803","Yes, some difficulty","Female","north tanna",2,45,25
"5804","No, no difficulty","Female","north tanna",2,46,17
"5805","Yes, some difficulty","Female","north tanna",2,47,18
"5806","No, no difficulty","Female","north tanna",2,48,20
"5807","No, no difficulty","Female","north tanna",2,49,13
"5808","No, no difficulty","Female","north tanna",2,50,20
"5809","No, no difficulty","Female","north tanna",2,51,9
"5810","No, no difficulty","Female","north tanna",2,52,18
"5811","No, no difficulty","Female","north tanna",2,53,15
"5812","No, no difficulty","Female","north tanna",2,54,1
"5813","No, no difficulty","Female","north tanna",2,55,11
"5814","Yes, some difficulty","Female","north tanna",2,56,12
"5815","No, no difficulty","Female","north tanna",2,57,13
"5816","No, no difficulty","Female","north tanna",2,58,6
"5817","No, no difficulty","Female","north tanna",2,59,5
"5818","No, no difficulty","Female","north tanna",2,60,18
"5819","No, no difficulty","Female","north tanna",2,61,9
"5820","Yes, some difficulty","Female","north tanna",2,62,7
"5821","No, no difficulty","Female","north tanna",2,63,3
"5822","No, no difficulty","Female","north tanna",2,64,5
"5823","Yes, some difficulty","Female","north tanna",2,65,6
"5824","No, no difficulty","Female","north tanna",2,66,10
"5825","Yes, some difficulty","Female","north tanna",2,67,5
"5826","No, no difficulty","Female","north tanna",2,68,7
"5827","Yes, some difficulty","Female","north tanna",2,69,4
"5828","No, no difficulty","Female","north tanna",2,70,9
"5829","Yes, lots of difficulty","Female","north tanna",2,71,3
"5830","Yes, some difficulty","Female","north tanna",2,72,6
"5831","No, no difficulty","Female","north tanna",2,73,3
"5832","No, no difficulty","Female","north tanna",2,74,1
"5833","No, no difficulty","Female","north tanna",2,75,3
"5834","Yes, some difficulty","Female","north tanna",2,76,3
"5835","No, no difficulty","Female","north tanna",2,78,2
"5836","No, no difficulty","Female","north tanna",2,80,2
"5837","Cannot do at all","Female","north tanna",2,81,2
"5838","Cannot do at all","Female","north tanna",2,82,1
"5839","Yes, some difficulty","Female","north tanna",2,85,1
"5840","No, no difficulty","Female","north tanna",2,86,5
"5841","No, no difficulty","Female","north tanna",2,90,1
"5842","Yes, lots of difficulty","Female","north tanna",2,91,1
"5843","Yes, lots of difficulty","Female","north tanna",2,93,1
"5844","No, no difficulty","Female","north tanna",2,94,1
"5845",NA,"Male","north tanna",2,0,84
"5846",NA,"Male","north tanna",2,1,80
"5847",NA,"Male","north tanna",2,2,105
"5848",NA,"Male","north tanna",2,3,77
"5849",NA,"Male","north tanna",2,4,79
"5850","No, no difficulty","Male","north tanna",2,5,89
"5851","No, no difficulty","Male","north tanna",2,6,75
"5852","No, no difficulty","Male","north tanna",2,7,76
"5853","No, no difficulty","Male","north tanna",2,8,73
"5854","No, no difficulty","Male","north tanna",2,9,73
"5855","No, no difficulty","Male","north tanna",2,10,84
"5856","No, no difficulty","Male","north tanna",2,11,60
"5857","No, no difficulty","Male","north tanna",2,12,75
"5858","No, no difficulty","Male","north tanna",2,13,52
"5859","No, no difficulty","Male","north tanna",2,14,68
"5860","No, no difficulty","Male","north tanna",2,15,52
"5861","No, no difficulty","Male","north tanna",2,16,43
"5862","No, no difficulty","Male","north tanna",2,17,50
"5863","No, no difficulty","Male","north tanna",2,18,57
"5864","No, no difficulty","Male","north tanna",2,19,27
"5865","No, no difficulty","Male","north tanna",2,20,50
"5866","No, no difficulty","Male","north tanna",2,21,34
"5867","No, no difficulty","Male","north tanna",2,22,51
"5868","No, no difficulty","Male","north tanna",2,23,38
"5869","No, no difficulty","Male","north tanna",2,24,29
"5870","No, no difficulty","Male","north tanna",2,25,25
"5871","No, no difficulty","Male","north tanna",2,26,34
"5872","No, no difficulty","Male","north tanna",2,27,34
"5873","No, no difficulty","Male","north tanna",2,28,26
"5874","No, no difficulty","Male","north tanna",2,29,14
"5875","No, no difficulty","Male","north tanna",2,30,29
"5876","No, no difficulty","Male","north tanna",2,31,30
"5877","No, no difficulty","Male","north tanna",2,32,24
"5878","No, no difficulty","Male","north tanna",2,33,26
"5879","No, no difficulty","Male","north tanna",2,34,30
"5880","No, no difficulty","Male","north tanna",2,35,26
"5881","No, no difficulty","Male","north tanna",2,36,16
"5882","No, no difficulty","Male","north tanna",2,37,16
"5883","No, no difficulty","Male","north tanna",2,38,15
"5884","No, no difficulty","Male","north tanna",2,39,23
"5885","No, no difficulty","Male","north tanna",2,40,36
"5886","Yes, some difficulty","Male","north tanna",2,41,28
"5887","No, no difficulty","Male","north tanna",2,42,18
"5888","No, no difficulty","Male","north tanna",2,43,11
"5889","No, no difficulty","Male","north tanna",2,44,20
"5890","No, no difficulty","Male","north tanna",2,45,29
"5891","No, no difficulty","Male","north tanna",2,46,19
"5892","No, no difficulty","Male","north tanna",2,47,9
"5893","No, no difficulty","Male","north tanna",2,48,23
"5894","Yes, some difficulty","Male","north tanna",2,49,7
"5895","Yes, some difficulty","Male","north tanna",2,50,27
"5896","Yes, some difficulty","Male","north tanna",2,51,13
"5897","No, no difficulty","Male","north tanna",2,52,14
"5898","No, no difficulty","Male","north tanna",2,53,4
"5899","No, no difficulty","Male","north tanna",2,54,7
"5900","No, no difficulty","Male","north tanna",2,55,15
"5901","No, no difficulty","Male","north tanna",2,56,5
"5902","Yes, some difficulty","Male","north tanna",2,57,5
"5903","Yes, some difficulty","Male","north tanna",2,58,8
"5904","No, no difficulty","Male","north tanna",2,59,5
"5905","No, no difficulty","Male","north tanna",2,60,17
"5906","Yes, some difficulty","Male","north tanna",2,61,8
"5907","Yes, lots of difficulty","Male","north tanna",2,62,7
"5908","No, no difficulty","Male","north tanna",2,63,1
"5909","No, no difficulty","Male","north tanna",2,64,8
"5910","No, no difficulty","Male","north tanna",2,65,2
"5911","No, no difficulty","Male","north tanna",2,66,6
"5912","No, no difficulty","Male","north tanna",2,67,9
"5913","No, no difficulty","Male","north tanna",2,68,5
"5914","No, no difficulty","Male","north tanna",2,70,11
"5915","No, no difficulty","Male","north tanna",2,71,7
