"","remembering","sex","area_council","urban_rural","age_5yr_grp_80","population"
"1491","No, no difficulty","Female","south east santo",2,"45-49",158
"1492","Yes, some difficulty","Female","south east santo",2,"50-54",135
"1493","No, no difficulty","Female","south east santo",2,"55-60",98
"1494",NA,"Female","south east santo",2,"60-64",79
"1495","No, no difficulty","Female","south east santo",2,"65-69",56
"1496","No, no difficulty","Female","south east santo",2,"70-74",31
"1497","No, no difficulty","Female","south east santo",2,"75-79",13
"1498","Yes, some difficulty","Female","south east santo",2,"80+",21
"1499",NA,"Male","south east santo",2," 0-4",540
"1500","No, no difficulty","Male","south east santo",2," 5-9",512
"1501","No, no difficulty","Male","south east santo",2,"10-14",478
"1502","No, no difficulty","Male","south east santo",2,"15-19",373
"1503","No, no difficulty","Male","south east santo",2,"20-24",320
"1504","No, no difficulty","Male","south east santo",2,"25-29",276
"1505","No, no difficulty","Male","south east santo",2,"30-34",264
"1506","No, no difficulty","Male","south east santo",2,"35-39",266
"1507","No, no difficulty","Male","south east santo",2,"40-44",202
"1508","No, no difficulty","Male","south east santo",2,"45-49",177
"1509","No, no difficulty","Male","south east santo",2,"50-54",132
"1510","No, no difficulty","Male","south east santo",2,"55-60",119
"1511","Yes, some difficulty","Male","south east santo",2,"60-64",75
"1512","No, no difficulty","Male","south east santo",2,"65-69",54
"1513","Yes, some difficulty","Male","south east santo",2,"70-74",35
"1514","Yes, lots of difficulty","Male","south east santo",2,"75-79",29
"1515","No, no difficulty","Male","south east santo",2,"80+",24
"1516",NA,"Female","south epi",2," 0-4",116
"1517","No, no difficulty","Female","south epi",2," 5-9",106
"1518","No, no difficulty","Female","south epi",2,"10-14",108
"1519","No, no difficulty","Female","south epi",2,"15-19",83
"1520","No, no difficulty","Female","south epi",2,"20-24",66
"1521","No, no difficulty","Female","south epi",2,"25-29",59
"1522","No, no difficulty","Female","south epi",2,"30-34",56
"1523","No, no difficulty","Female","south epi",2,"35-39",38
"1524","No, no difficulty","Female","south epi",2,"40-44",40
"1525","No, no difficulty","Female","south epi",2,"45-49",30
"1526","No, no difficulty","Female","south epi",2,"50-54",17
"1527","No, no difficulty","Female","south epi",2,"55-60",25
"1528","No, no difficulty","Female","south epi",2,"60-64",16
"1529","Yes, some difficulty","Female","south epi",2,"65-69",8
"1530","No, no difficulty","Female","south epi",2,"70-74",10
"1531","No, no difficulty","Female","south epi",2,"75-79",6
"1532","Cannot do at all","Female","south epi",2,"80+",7
"1533",NA,"Male","south epi",2," 0-4",119
"1534","No, no difficulty","Male","south epi",2," 5-9",116
"1535","No, no difficulty","Male","south epi",2,"10-14",116
"1536","No, no difficulty","Male","south epi",2,"15-19",96
"1537","No, no difficulty","Male","south epi",2,"20-24",69
"1538","No, no difficulty","Male","south epi",2,"25-29",74
"1539","No, no difficulty","Male","south epi",2,"30-34",63
"1540","No, no difficulty","Male","south epi",2,"35-39",36
"1541","No, no difficulty","Male","south epi",2,"40-44",33
"1542","No, no difficulty","Male","south epi",2,"45-49",33
"1543","No, no difficulty","Male","south epi",2,"50-54",20
"1544","No, no difficulty","Male","south epi",2,"55-60",12
"1545","No, no difficulty","Male","south epi",2,"60-64",22
"1546","No, no difficulty","Male","south epi",2,"65-69",9
"1547","No, no difficulty","Male","south epi",2,"70-74",7
"1548","Yes, some difficulty","Male","south epi",2,"75-79",9
"1549","Yes, lots of difficulty","Male","south epi",2,"80+",1
"1550",NA,"Female","south erromango",2," 0-4",50
"1551","No, no difficulty","Female","south erromango",2," 5-9",53
"1552","No, no difficulty","Female","south erromango",2,"10-14",64
"1553","No, no difficulty","Female","south erromango",2,"15-19",68
"1554","No, no difficulty","Female","south erromango",2,"20-24",31
"1555","No, no difficulty","Female","south erromango",2,"25-29",20
"1556","No, no difficulty","Female","south erromango",2,"30-34",27
"1557","No, no difficulty","Female","south erromango",2,"35-39",19
"1558","No, no difficulty","Female","south erromango",2,"40-44",18
"1559","No, no difficulty","Female","south erromango",2,"45-49",11
"1560","No, no difficulty","Female","south erromango",2,"50-54",11
"1561","No, no difficulty","Female","south erromango",2,"55-60",7
"1562","Yes, some difficulty","Female","south erromango",2,"60-64",9
"1563","No, no difficulty","Female","south erromango",2,"65-69",5
"1564","No, no difficulty","Female","south erromango",2,"70-74",7
"1565","No, no difficulty","Female","south erromango",2,"75-79",2
"1566","No, no difficulty","Female","south erromango",2,"80+",8
"1567",NA,"Male","south erromango",2," 0-4",55
"1568","No, no difficulty","Male","south erromango",2," 5-9",48
"1569","No, no difficulty","Male","south erromango",2,"10-14",51
"1570","No, no difficulty","Male","south erromango",2,"15-19",78
"1571","No, no difficulty","Male","south erromango",2,"20-24",26
"1572","No, no difficulty","Male","south erromango",2,"25-29",30
"1573","No, no difficulty","Male","south erromango",2,"30-34",23
"1574","No, no difficulty","Male","south erromango",2,"35-39",8
"1575","No, no difficulty","Male","south erromango",2,"40-44",21
"1576","Yes, some difficulty","Male","south erromango",2,"45-49",16
"1577","No, no difficulty","Male","south erromango",2,"50-54",10
"1578","No, no difficulty","Male","south erromango",2,"55-60",8
"1579","No, no difficulty","Male","south erromango",2,"60-64",6
"1580","No, no difficulty","Male","south erromango",2,"65-69",5
"1581","No, no difficulty","Male","south erromango",2,"70-74",7
"1582","No, no difficulty","Male","south erromango",2,"75-79",5
"1583","Yes, lots of difficulty","Male","south erromango",2,"80+",5
"1584",NA,"Female","south maewo",2," 0-4",151
"1585","Yes, some difficulty","Female","south maewo",2," 5-9",150
"1586","No, no difficulty","Female","south maewo",2,"10-14",115
"1587","No, no difficulty","Female","south maewo",2,"15-19",89
"1588","No, no difficulty","Female","south maewo",2,"20-24",79
"1589","No, no difficulty","Female","south maewo",2,"25-29",91
"1590","No, no difficulty","Female","south maewo",2,"30-34",65
"1591","No, no difficulty","Female","south maewo",2,"35-39",50
"1592","No, no difficulty","Female","south maewo",2,"40-44",46
"1593","Yes, some difficulty","Female","south maewo",2,"45-49",36
"1594","No, no difficulty","Female","south maewo",2,"50-54",35
"1595","No, no difficulty","Female","south maewo",2,"55-60",24
"1596","No, no difficulty","Female","south maewo",2,"60-64",17
"1597","No, no difficulty","Female","south maewo",2,"65-69",17
"1598","No, no difficulty","Female","south maewo",2,"70-74",11
"1599","Yes, some difficulty","Female","south maewo",2,"75-79",5
"1600","Yes, lots of difficulty","Female","south maewo",2,"80+",11
"1601",NA,"Male","south maewo",2," 0-4",183
"1602","Yes, some difficulty","Male","south maewo",2," 5-9",145
"1603","No, no difficulty","Male","south maewo",2,"10-14",129
"1604",NA,"Male","south maewo",2,"15-19",111
"1605","No, no difficulty","Male","south maewo",2,"20-24",77
"1606","No, no difficulty","Male","south maewo",2,"25-29",66
"1607","Yes, some difficulty","Male","south maewo",2,"30-34",54
"1608","No, no difficulty","Male","south maewo",2,"35-39",47
"1609","No, no difficulty","Male","south maewo",2,"40-44",44
"1610","No, no difficulty","Male","south maewo",2,"45-49",44
"1611","No, no difficulty","Male","south maewo",2,"50-54",42
"1612","No, no difficulty","Male","south maewo",2,"55-60",25
"1613","Yes, some difficulty","Male","south maewo",2,"60-64",22
"1614","No, no difficulty","Male","south maewo",2,"65-69",15
"1615","No, no difficulty","Male","south maewo",2,"70-74",12
"1616","No, no difficulty","Male","south maewo",2,"75-79",1
"1617","Yes, some difficulty","Male","south maewo",2,"80+",6
"1618",NA,"Female","south malekula",2," 0-4",308
"1619","No, no difficulty","Female","south malekula",2," 5-9",295
"1620","No, no difficulty","Female","south malekula",2,"10-14",295
"1621","No, no difficulty","Female","south malekula",2,"15-19",219
"1622","No, no difficulty","Female","south malekula",2,"20-24",147
"1623","No, no difficulty","Female","south malekula",2,"25-29",144
"1624","No, no difficulty","Female","south malekula",2,"30-34",150
"1625","No, no difficulty","Female","south malekula",2,"35-39",129
"1626","No, no difficulty","Female","south malekula",2,"40-44",123
"1627","No, no difficulty","Female","south malekula",2,"45-49",117
"1628","No, no difficulty","Female","south malekula",2,"50-54",79
"1629","No, no difficulty","Female","south malekula",2,"55-60",81
"1630","No, no difficulty","Female","south malekula",2,"60-64",67
"1631","Yes, some difficulty","Female","south malekula",2,"65-69",35
"1632","Yes, lots of difficulty","Female","south malekula",2,"70-74",27
"1633","Yes, lots of difficulty","Female","south malekula",2,"75-79",21
"1634","No, no difficulty","Female","south malekula",2,"80+",19
"1635",NA,"Male","south malekula",2," 0-4",294
"1636","No, no difficulty","Male","south malekula",2," 5-9",307
"1637","No, no difficulty","Male","south malekula",2,"10-14",341
"1638","No, no difficulty","Male","south malekula",2,"15-19",229
"1639","No, no difficulty","Male","south malekula",2,"20-24",203
"1640","No, no difficulty","Male","south malekula",2,"25-29",156
"1641","No, no difficulty","Male","south malekula",2,"30-34",123
"1642","No, no difficulty","Male","south malekula",2,"35-39",137
"1643","No, no difficulty","Male","south malekula",2,"40-44",118
"1644","No, no difficulty","Male","south malekula",2,"45-49",108
"1645","No, no difficulty","Male","south malekula",2,"50-54",102
"1646","No, no difficulty","Male","south malekula",2,"55-60",70
"1647","No, no difficulty","Male","south malekula",2,"60-64",68
"1648","No, no difficulty","Male","south malekula",2,"65-69",46
"1649","No, no difficulty","Male","south malekula",2,"70-74",24
"1650","No, no difficulty","Male","south malekula",2,"75-79",24
"1651","No, no difficulty","Male","south malekula",2,"80+",21
"1652",NA,NA,"south pentecost",2,NA,NA
"1653",NA,"Female","south pentecost",2," 0-4",497
"1654","No, no difficulty","Female","south pentecost",2," 5-9",431
"1655","No, no difficulty","Female","south pentecost",2,"10-14",342
"1656","No, no difficulty","Female","south pentecost",2,"15-19",384
"1657","No, no difficulty","Female","south pentecost",2,"20-24",257
"1658","No, no difficulty","Female","south pentecost",2,"25-29",262
"1659","No, no difficulty","Female","south pentecost",2,"30-34",208
"1660","No, no difficulty","Female","south pentecost",2,"35-39",181
"1661","No, no difficulty","Female","south pentecost",2,"40-44",109
"1662","No, no difficulty","Female","south pentecost",2,"45-49",111
"1663","No, no difficulty","Female","south pentecost",2,"50-54",98
"1664","No, no difficulty","Female","south pentecost",2,"55-60",71
"1665","No, no difficulty","Female","south pentecost",2,"60-64",61
"1666","No, no difficulty","Female","south pentecost",2,"65-69",55
"1667","No, no difficulty","Female","south pentecost",2,"70-74",39
"1668","No, no difficulty","Female","south pentecost",2,"75-79",13
"1669","Yes, lots of difficulty","Female","south pentecost",2,"80+",23
"1670",NA,"Male","south pentecost",2," 0-4",475
"1671","No, no difficulty","Male","south pentecost",2," 5-9",431
"1672","No, no difficulty","Male","south pentecost",2,"10-14",370
"1673","No, no difficulty","Male","south pentecost",2,"15-19",357
"1674","No, no difficulty","Male","south pentecost",2,"20-24",218
"1675","No, no difficulty","Male","south pentecost",2,"25-29",233
"1676","No, no difficulty","Male","south pentecost",2,"30-34",209
"1677","No, no difficulty","Male","south pentecost",2,"35-39",188
"1678","No, no difficulty","Male","south pentecost",2,"40-44",149
"1679","No, no difficulty","Male","south pentecost",2,"45-49",118
"1680","No, no difficulty","Male","south pentecost",2,"50-54",80
"1681","Yes, some difficulty","Male","south pentecost",2,"55-60",79
"1682","No, no difficulty","Male","south pentecost",2,"60-64",60
"1683","No, no difficulty","Male","south pentecost",2,"65-69",33
"1684","Yes, some difficulty","Male","south pentecost",2,"70-74",25
"1685","Yes, some difficulty","Male","south pentecost",2,"75-79",21
"1686","No, no difficulty","Male","south pentecost",2,"80+",16
"1687",NA,"Female","south santo",2," 0-4",612
"1688","No, no difficulty","Female","south santo",2," 5-9",629
"1689","No, no difficulty","Female","south santo",2,"10-14",526
"1690","No, no difficulty","Female","south santo",2,"15-19",349
"1691","No, no difficulty","Female","south santo",2,"20-24",383
"1692","No, no difficulty","Female","south santo",2,"25-29",368
"1693","No, no difficulty","Female","south santo",2,"30-34",291
"1694","No, no difficulty","Female","south santo",2,"35-39",239
"1695","No, no difficulty","Female","south santo",2,"40-44",216
"1696","No, no difficulty","Female","south santo",2,"45-49",148
"1697","No, no difficulty","Female","south santo",2,"50-54",116
"1698","No, no difficulty","Female","south santo",2,"55-60",85
"1699","No, no difficulty","Female","south santo",2,"60-64",85
"1700","No, no difficulty","Female","south santo",2,"65-69",49
"1701","No, no difficulty","Female","south santo",2,"70-74",47
"1702","Yes, some difficulty","Female","south santo",2,"75-79",32
"1703","Yes, some difficulty","Female","south santo",2,"80+",37
"1704",NA,"Male","south santo",2," 0-4",656
"1705","No, no difficulty","Male","south santo",2," 5-9",735
"1706","No, no difficulty","Male","south santo",2,"10-14",619
"1707","No, no difficulty","Male","south santo",2,"15-19",350
"1708","Yes, some difficulty","Male","south santo",2,"20-24",398
"1709","No, no difficulty","Male","south santo",2,"25-29",296
"1710","No, no difficulty","Male","south santo",2,"30-34",274
"1711","No, no difficulty","Male","south santo",2,"35-39",257
"1712","No, no difficulty","Male","south santo",2,"40-44",229
"1713","Yes, lots of difficulty","Male","south santo",2,"45-49",166
"1714","No, no difficulty","Male","south santo",2,"50-54",119
"1715","Yes, lots of difficulty","Male","south santo",2,"55-60",91
"1716","Yes, some difficulty","Male","south santo",2,"60-64",82
"1717","No, no difficulty","Male","south santo",2,"65-69",57
"1718","Yes, lots of difficulty","Male","south santo",2,"70-74",52
"1719","Yes, lots of difficulty","Male","south santo",2,"75-79",50
"1720","Yes, lots of difficulty","Male","south santo",2,"80+",41
"1721",NA,"Female","south tanna",2," 0-4",124
"1722","No, no difficulty","Female","south tanna",2," 5-9",149
"1723","No, no difficulty","Female","south tanna",2,"10-14",83
"1724","No, no difficulty","Female","south tanna",2,"15-19",52
"1725","No, no difficulty","Female","south tanna",2,"20-24",68
"1726","No, no difficulty","Female","south tanna",2,"25-29",63
"1727","No, no difficulty","Female","south tanna",2,"30-34",58
"1728","No, no difficulty","Female","south tanna",2,"35-39",50
"1729","No, no difficulty","Female","south tanna",2,"40-44",40
"1730","No, no difficulty","Female","south tanna",2,"45-49",28
"1731","No, no difficulty","Female","south tanna",2,"50-54",17
"1732","Yes, lots of difficulty","Female","south tanna",2,"55-60",28
"1733","Yes, some difficulty","Female","south tanna",2,"60-64",22
"1734","No, no difficulty","Female","south tanna",2,"65-69",20
"1735","Yes, some difficulty","Female","south tanna",2,"70-74",2
"1736","No, no difficulty","Female","south tanna",2,"75-79",4
"1737","Yes, lots of difficulty","Female","south tanna",2,"80+",8
"1738",NA,"Male","south tanna",2," 0-4",153
"1739","No, no difficulty","Male","south tanna",2," 5-9",131
"1740","No, no difficulty","Male","south tanna",2,"10-14",109
"1741","No, no difficulty","Male","south tanna",2,"15-19",78
"1742","No, no difficulty","Male","south tanna",2,"20-24",49
"1743","No, no difficulty","Male","south tanna",2,"25-29",47
"1744","No, no difficulty","Male","south tanna",2,"30-34",51
"1745","No, no difficulty","Male","south tanna",2,"35-39",62
"1746","Yes, some difficulty","Male","south tanna",2,"40-44",24
"1747","Yes, some difficulty","Male","south tanna",2,"45-49",29
"1748","No, no difficulty","Male","south tanna",2,"50-54",21
"1749","No, no difficulty","Male","south tanna",2,"55-60",15
"1750","No, no difficulty","Male","south tanna",2,"60-64",19
"1751","No, no difficulty","Male","south tanna",2,"65-69",21
"1752","No, no difficulty","Male","south tanna",2,"70-74",11
"1753","No, no difficulty","Male","south tanna",2,"75-79",4
"1754","No, no difficulty","Male","south tanna",2,"80+",5
"1755",NA,"Female","south west malekula",2," 0-4",219
"1756","No, no difficulty","Female","south west malekula",2," 5-9",220
"1757","No, no difficulty","Female","south west malekula",2,"10-14",185
"1758","No, no difficulty","Female","south west malekula",2,"15-19",108
"1759","No, no difficulty","Female","south west malekula",2,"20-24",124
"1760","No, no difficulty","Female","south west malekula",2,"25-29",129
"1761","No, no difficulty","Female","south west malekula",2,"30-34",130
"1762","No, no difficulty","Female","south west malekula",2,"35-39",113
"1763","No, no difficulty","Female","south west malekula",2,"40-44",109
"1764","No, no difficulty","Female","south west malekula",2,"45-49",91
"1765","No, no difficulty","Female","south west malekula",2,"50-54",77
"1766","No, no difficulty","Female","south west malekula",2,"55-60",56
"1767","No, no difficulty","Female","south west malekula",2,"60-64",54
"1768","Yes, some difficulty","Female","south west malekula",2,"65-69",38
"1769","No, no difficulty","Female","south west malekula",2,"70-74",24
"1770","No, no difficulty","Female","south west malekula",2,"75-79",12
"1771","No, no difficulty","Female","south west malekula",2,"80+",18
"1772",NA,"Male","south west malekula",2," 0-4",216
"1773","No, no difficulty","Male","south west malekula",2," 5-9",200
"1774","No, no difficulty","Male","south west malekula",2,"10-14",213
"1775","No, no difficulty","Male","south west malekula",2,"15-19",126
"1776","Yes, some difficulty","Male","south west malekula",2,"20-24",137
"1777","No, no difficulty","Male","south west malekula",2,"25-29",120
"1778","No, no difficulty","Male","south west malekula",2,"30-34",116
"1779","No, no difficulty","Male","south west malekula",2,"35-39",113
"1780","No, no difficulty","Male","south west malekula",2,"40-44",97
"1781","No, no difficulty","Male","south west malekula",2,"45-49",83
"1782","No, no difficulty","Male","south west malekula",2,"50-54",70
"1783","No, no difficulty","Male","south west malekula",2,"55-60",57
"1784","No, no difficulty","Male","south west malekula",2,"60-64",45
"1785","No, no difficulty","Male","south west malekula",2,"65-69",50
"1786","Yes, some difficulty","Male","south west malekula",2,"70-74",24
"1787","No, no difficulty","Male","south west malekula",2,"75-79",13
"1788","No, no difficulty","Male","south west malekula",2,"80+",22
"1789",NA,"Female","south west tanna",2," 0-4",535
"1790","No, no difficulty","Female","south west tanna",2," 5-9",492
"1791","No, no difficulty","Female","south west tanna",2,"10-14",418
"1792","No, no difficulty","Female","south west tanna",2,"15-19",274
"1793","No, no difficulty","Female","south west tanna",2,"20-24",315
"1794","No, no difficulty","Female","south west tanna",2,"25-29",228
"1795","No, no difficulty","Female","south west tanna",2,"30-34",215
"1796","No, no difficulty","Female","south west tanna",2,"35-39",157
"1797","No, no difficulty","Female","south west tanna",2,"40-44",140
"1798","No, no difficulty","Female","south west tanna",2,"45-49",114
"1799","No, no difficulty","Female","south west tanna",2,"50-54",98
"1800","No, no difficulty","Female","south west tanna",2,"55-60",77
"1801","No, no difficulty","Female","south west tanna",2,"60-64",56
"1802","No, no difficulty","Female","south west tanna",2,"65-69",24
"1803","No, no difficulty","Female","south west tanna",2,"70-74",21
"1804","Yes, some difficulty","Female","south west tanna",2,"75-79",18
"1805","Yes, some difficulty","Female","south west tanna",2,"80+",16
"1806",NA,"Male","south west tanna",2," 0-4",605
"1807","No, no difficulty","Male","south west tanna",2," 5-9",513
"1808","No, no difficulty","Male","south west tanna",2,"10-14",439
"1809","No, no difficulty","Male","south west tanna",2,"15-19",318
"1810","No, no difficulty","Male","south west tanna",2,"20-24",237
"1811","No, no difficulty","Male","south west tanna",2,"25-29",210
"1812","No, no difficulty","Male","south west tanna",2,"30-34",179
"1813","No, no difficulty","Male","south west tanna",2,"35-39",127
"1814","No, no difficulty","Male","south west tanna",2,"40-44",128
"1815","No, no difficulty","Male","south west tanna",2,"45-49",127
"1816","No, no difficulty","Male","south west tanna",2,"50-54",80
"1817","No, no difficulty","Male","south west tanna",2,"55-60",84
"1818","No, no difficulty","Male","south west tanna",2,"60-64",48
"1819","No, no difficulty","Male","south west tanna",2,"65-69",40
"1820","No, no difficulty","Male","south west tanna",2,"70-74",11
"1821","No, no difficulty","Male","south west tanna",2,"75-79",16
"1822","No, no difficulty","Male","south west tanna",2,"80+",15
"1823",NA,"Female","tongariki",2," 0-4",62
"1824","No, no difficulty","Female","tongariki",2," 5-9",65
"1825","No, no difficulty","Female","tongariki",2,"10-14",60
"1826","No, no difficulty","Female","tongariki",2,"15-19",55
"1827","No, no difficulty","Female","tongariki",2,"20-24",38
"1828","No, no difficulty","Female","tongariki",2,"25-29",47
"1829","No, no difficulty","Female","tongariki",2,"30-34",30
"1830","No, no difficulty","Female","tongariki",2,"35-39",18
"1831","No, no difficulty","Female","tongariki",2,"40-44",25
"1832","No, no difficulty","Female","tongariki",2,"45-49",24
"1833","No, no difficulty","Female","tongariki",2,"50-54",30
"1834","No, no difficulty","Female","tongariki",2,"55-60",19
"1835","Yes, some difficulty","Female","tongariki",2,"60-64",23
"1836","No, no difficulty","Female","tongariki",2,"65-69",11
"1837","Yes, some difficulty","Female","tongariki",2,"70-74",10
"1838","Yes, lots of difficulty","Female","tongariki",2,"75-79",13
"1839","Yes, lots of difficulty","Female","tongariki",2,"80+",5
"1840",NA,"Male","tongariki",2," 0-4",68
"1841","No, no difficulty","Male","tongariki",2," 5-9",89
"1842","No, no difficulty","Male","tongariki",2,"10-14",64
"1843","No, no difficulty","Male","tongariki",2,"15-19",53
"1844","No, no difficulty","Male","tongariki",2,"20-24",33
"1845","No, no difficulty","Male","tongariki",2,"25-29",42
"1846","No, no difficulty","Male","tongariki",2,"30-34",36
"1847","No, no difficulty","Male","tongariki",2,"35-39",17
"1848","No, no difficulty","Male","tongariki",2,"40-44",26
"1849","No, no difficulty","Male","tongariki",2,"45-49",21
"1850","No, no difficulty","Male","tongariki",2,"50-54",14
"1851","No, no difficulty","Male","tongariki",2,"55-60",21
"1852","No, no difficulty","Male","tongariki",2,"60-64",17
"1853","No, no difficulty","Male","tongariki",2,"65-69",11
"1854","No, no difficulty","Male","tongariki",2,"70-74",10
"1855","Yes, lots of difficulty","Male","tongariki",2,"75-79",6
"1856","Yes, some difficulty","Male","tongariki",2,"80+",11
"1857",NA,"Female","torres",2," 0-4",91
"1858","Yes, some difficulty","Female","torres",2," 5-9",91
"1859","No, no difficulty","Female","torres",2,"10-14",80
"1860","No, no difficulty","Female","torres",2,"15-19",44
"1861","No, no difficulty","Female","torres",2,"20-24",47
"1862","No, no difficulty","Female","torres",2,"25-29",50
"1863","No, no difficulty","Female","torres",2,"30-34",44
"1864","No, no difficulty","Female","torres",2,"35-39",31
"1865","No, no difficulty","Female","torres",2,"40-44",24
"1866","No, no difficulty","Female","torres",2,"45-49",22
"1867","No, no difficulty","Female","torres",2,"50-54",20
"1868","No, no difficulty","Female","torres",2,"55-60",12
"1869","No, no difficulty","Female","torres",2,"60-64",13
"1870","No, no difficulty","Female","torres",2,"65-69",9
"1871","No, no difficulty","Female","torres",2,"70-74",6
"1872","Yes, some difficulty","Female","torres",2,"75-79",2
"1873","Yes, lots of difficulty","Female","torres",2,"80+",1
"1874",NA,"Male","torres",2," 0-4",86
"1875","No, no difficulty","Male","torres",2," 5-9",118
"1876","No, no difficulty","Male","torres",2,"10-14",72
"1877","No, no difficulty","Male","torres",2,"15-19",40
"1878","No, no difficulty","Male","torres",2,"20-24",34
"1879","Yes, lots of difficulty","Male","torres",2,"25-29",36
"1880","No, no difficulty","Male","torres",2,"30-34",34
"1881","No, no difficulty","Male","torres",2,"35-39",31
"1882","No, no difficulty","Male","torres",2,"40-44",25
"1883","No, no difficulty","Male","torres",2,"45-49",18
"1884","No, no difficulty","Male","torres",2,"50-54",15
"1885","No, no difficulty","Male","torres",2,"55-60",12
"1886","No, no difficulty","Male","torres",2,"60-64",12
"1887","Yes, some difficulty","Male","torres",2,"65-69",13
"1888","No, no difficulty","Male","torres",2,"70-74",7
"1889","No, no difficulty","Male","torres",2,"75-79",3
"1890","Yes, some difficulty","Male","torres",2,"80+",5
"1891",NA,"Female","ureparapara",2," 0-4",25
"1892","No, no difficulty","Female","ureparapara",2," 5-9",32
"1893","No, no difficulty","Female","ureparapara",2,"10-14",27
"1894","Yes, some difficulty","Female","ureparapara",2,"15-19",16
"1895","No, no difficulty","Female","ureparapara",2,"20-24",20
"1896","No, no difficulty","Female","ureparapara",2,"25-29",10
"1897","No, no difficulty","Female","ureparapara",2,"30-34",18
"1898","No, no difficulty","Female","ureparapara",2,"35-39",16
"1899","No, no difficulty","Female","ureparapara",2,"40-44",16
"1900","No, no difficulty","Female","ureparapara",2,"45-49",10
"1901","No, no difficulty","Female","ureparapara",2,"50-54",10
"1902","Yes, some difficulty","Female","ureparapara",2,"55-60",8
"1903","No, no difficulty","Female","ureparapara",2,"60-64",3
"1904","Yes, some difficulty","Female","ureparapara",2,"65-69",3
"1905","Yes, some difficulty","Female","ureparapara",2,"70-74",6
"1906","Yes, some difficulty","Female","ureparapara",2,"75-79",2
"1907","No, no difficulty","Female","ureparapara",2,"80+",2
"1908",NA,"Male","ureparapara",2," 0-4",35
"1909","No, no difficulty","Male","ureparapara",2," 5-9",36
"1910","Yes, some difficulty","Male","ureparapara",2,"10-14",30
"1911","No, no difficulty","Male","ureparapara",2,"15-19",27
"1912","No, no difficulty","Male","ureparapara",2,"20-24",23
"1913","No, no difficulty","Male","ureparapara",2,"25-29",15
"1914","No, no difficulty","Male","ureparapara",2,"30-34",16
"1915","No, no difficulty","Male","ureparapara",2,"35-39",14
"1916","No, no difficulty","Male","ureparapara",2,"40-44",10
"1917","No, no difficulty","Male","ureparapara",2,"45-49",13
"1918","No, no difficulty","Male","ureparapara",2,"50-54",11
"1919","Yes, some difficulty","Male","ureparapara",2,"55-60",8
"1920","No, no difficulty","Male","ureparapara",2,"60-64",2
"1921","No, no difficulty","Male","ureparapara",2,"65-69",4
"1922","Yes, lots of difficulty","Male","ureparapara",2,"70-74",1
"1923","Cannot do at all","Male","ureparapara",2,"75-79",1
"1924","Cannot do at all","Male","ureparapara",2,"80+",1
"1925",NA,NA,"vanua lava",2,NA,NA
"1926",NA,"Female","vanua lava",2," 0-4",230
"1927","No, no difficulty","Female","vanua lava",2," 5-9",210
"1928","No, no difficulty","Female","vanua lava",2,"10-14",187
"1929","No, no difficulty","Female","vanua lava",2,"15-19",146
"1930","No, no difficulty","Female","vanua lava",2,"20-24",133
"1931","No, no difficulty","Female","vanua lava",2,"25-29",122
"1932","No, no difficulty","Female","vanua lava",2,"30-34",109
"1933","No, no difficulty","Female","vanua lava",2,"35-39",87
"1934","No, no difficulty","Female","vanua lava",2,"40-44",85
"1935","Yes, some difficulty","Female","vanua lava",2,"45-49",73
"1936","No, no difficulty","Female","vanua lava",2,"50-54",69
"1937","No, no difficulty","Female","vanua lava",2,"55-60",48
"1938","No, no difficulty","Female","vanua lava",2,"60-64",20
"1939","No, no difficulty","Female","vanua lava",2,"65-69",21
"1940","Yes, some difficulty","Female","vanua lava",2,"70-74",18
"1941","No, no difficulty","Female","vanua lava",2,"75-79",8
"1942","No, no difficulty","Female","vanua lava",2,"80+",12
"1943",NA,"Male","vanua lava",2," 0-4",268
"1944","No, no difficulty","Male","vanua lava",2," 5-9",202
"1945","Yes, some difficulty","Male","vanua lava",2,"10-14",213
"1946","No, no difficulty","Male","vanua lava",2,"15-19",186
"1947","No, no difficulty","Male","vanua lava",2,"20-24",116
"1948","No, no difficulty","Male","vanua lava",2,"25-29",136
"1949","No, no difficulty","Male","vanua lava",2,"30-34",110
"1950","No, no difficulty","Male","vanua lava",2,"35-39",91
"1951","No, no difficulty","Male","vanua lava",2,"40-44",91
"1952","No, no difficulty","Male","vanua lava",2,"45-49",88
"1953","No, no difficulty","Male","vanua lava",2,"50-54",58
"1954","No, no difficulty","Male","vanua lava",2,"55-60",58
"1955","Yes, some difficulty","Male","vanua lava",2,"60-64",41
"1956","No, no difficulty","Male","vanua lava",2,"65-69",21
"1957","Yes, some difficulty","Male","vanua lava",2,"70-74",15
"1958","Cannot do at all","Male","vanua lava",2,"75-79",10
"1959","No, no difficulty","Male","vanua lava",2,"80+",10
"1960",NA,NA,"varisu",2,NA,NA
"1961",NA,"Female","varisu",2," 0-4",160
"1962","No, no difficulty","Female","varisu",2," 5-9",134
"1963","No, no difficulty","Female","varisu",2,"10-14",106
"1964","No, no difficulty","Female","varisu",2,"15-19",64
"1965","No, no difficulty","Female","varisu",2,"20-24",82
"1966","No, no difficulty","Female","varisu",2,"25-29",107
"1967","No, no difficulty","Female","varisu",2,"30-34",50
"1968","No, no difficulty","Female","varisu",2,"35-39",52
"1969","No, no difficulty","Female","varisu",2,"40-44",49
"1970","No, no difficulty","Female","varisu",2,"45-49",41
